Points,Wins,Last 10 Rank,Post Season Finish 
86,39,18.5,5
102,46,15.0,4
80,36,9.5,3
78,34,23.0,5
104,48,12.5,5
95,42,9.0,5
88,39,5.0,5
86,41,8.5,5
90,38,26.5,5
100,46,8.5,5
107,50,5.0,4
83,34,22.0,5
94,43,15.5,5
109,49,11.5,5
49,20,24.5,5
92,40,11.0,3
99,44,24.0,4
85,37,14.5,5
99,44,9.5,5
92,40,17.5,3
40,18,29,2
86,36,20.5,5
107,50,14.0,5
52,22,20.5,4
83,38,15.0,5
101,46,18.5,5
106,48,10.5,4
108,50,14.0,5
89,38,21.5,5
92,42,3.5,4
101,46,14.5,5
90,41,11.5,4
104,49,13.0,4
88,40,13.5,5
96,44,18.5,5
87,38,15.0,5
86,40,19.0,5
88,40,11.5,5
82,36,10.5,5
96,44,6.0,5
101,47,14.0,4
80,36,14.0,5
105,46,15.0,5
98,44,10.5,5
84,38,16.5,5
96,43,15.5,5
105,48,19.5,5
74,33,22.0,5
100,46,4.0,3
100,46,8.5,4
98,46,14.5,5
72,32,19.5,5
90,39,20.0,5
102,46,19.0,5
94,42,6.0,5
83,39,25.5,5
94,41,6.5,5
100,46,20.0,5
89,40,13.5,4
112,53,5.5,5
92,42,16.0,5
94,42,12.0,3
110,53,9.5,5
94,42,8.5,5
67,28,15.5,5
107,46,23,5
74,34,16.5,5
102,46,8.5,5
72,32,26.5,5
74,32,10.5,4
100,47,12.5,5
88,40,14.0,5
102,46,13.0,5
72,30,18.0,3
74,32,22.5,5
80,36,10.5,5
97,44,12.0,5
90,40,16.5,5
65,28,18.0,5
92,38,7.0,5
98,44,6.0,5
104,48,5.0,4
95,43,16.0,4
98,44,9.5,4
107,50,11.5,5
92,40,17.0,5
98,44,9.5,5
64,28,28.5,5
89,40,14.5,4
80,36,23.0,5
76,36,22.5,5
79,36,24.5,5
102,46,9.0,4
104,48,13.0,5
95,43,11.5,4
105,48,11.0,4
95,42,13.5,5
108,50,11.0,4
88,40,15.5,5
82,36,15.0,5
102,44,21.0,5
92,42,16.5,5
96,42,15.0,5
106,48,23.5,4
74,33,5.0,5
94,42,13.0,5
100,46,14.5,5
94,42,17.5,5
114,52,5.0,5
84,36,15.0,5
105,47,4.5,4
86,39,13.0,5
72,32,14.5,5
98,44,17.5,5
92,43,26.0,5
94,43,11.5,5
98,44,9.5,4
105,48,14.5,3
102,45,13.0,5
110,52,17.5,5
90,40,19.5,5
91,40,12.0,5
80,36,13.5,4
98,44,10.0,5
88,38,14.5,5
96,44,7.5,5
96,43,18.5,5
94,43,10.0,5
52,24,10.5,5
96,42,5.0,5
92,40,11.5,5
90,44,7.5,5
83,38,22.0,5
74,34,7.5,5
84,36,14.5,5
69,30,18.5,5
79,37,8.5,4
94,44,4.0,5
84,38,18.5,5
106,49,14.5,5
62,28,22.5,5
90,42,24.5,5
89,40,11.0,5
98,44,7.5,4
76,34,7.0,3
94,42,15.5,5
100,44,5.5,5
82,38,9.5,3
96,44,14.5,5
104,48,8.5,5
97,44,14.0,4
93,42,9.5,5
84,40,10.0,5
104,48,13.5,5
100,44,6.0,5
81,34,17.0,4
104,48,9.5,3
98,44,4.0,5
103,48,10,2
84,38,13.0,5
96,42,10.5,5
82,36,20.5,5
110,50,11.5,4
98,46,20.0,5
98,44,14.5,4
93,42,19.0,1
98,44,3.0,4
78,36,9.5,5
66,30,17.5,5
100,45,11.0,5
96,44,8.5,3
106,50,21.0,5
96,44,8.5,4
106,48,1.0,5
100,46,18.0,5
101,48,15.5,4
82,38,14.0,4
98,44,5.0,4
96,44,13.5,5
80,36,7.0,5
95,44,15.0,5
84,35,17.5,5
99,44,18.0,4
78,35,14.5,5
106,49,14.5,5
84,36,16.5,4
76,34,13.0,3
96,40,8.0,5
100,46,19.5,5
101,47,12.0,5
94,42,7.5,4
65,29,15.5,5
87,39,8.5,5
100,46,21.0,5
103,48,12.5,5
108,50,4.0,4
92,42,10.5,5
102,46,13.0,4
101,45,16.0,5
80,38,8.0,5
76,32,24.5,5
94,41,13,4
66,30,15.0,5
102,48,10.0,5
88,38,13.0,5
106,48,3.0,5
106,48,13.5,5
85,38,12.5,5
82,37,16.0,5
80,38,14.0,3
105,48,24.0,5
74,34,15.0,5
72,32,15.5,5
59,26,16.5,4
80,35,14.5,4
76,34,10.0,5
82,38,17.5,5
104,48,5.5,5
74,32,24.0,5
97,46,9.0,5
108,50,14.0,5
102,47,9.0,4
100,46,19.5,5
88,38,18.0,4
94,43,6.0,5
88,39,26.0,5
102,46,4.0,5
107,48,1.5,5
86,38,9.0,4
80,36,14.5,5
76,35,15.5,5
108,50,10.5,5
82,37,7.5,5
92,42,24.5,5
102,44,9.5,4
70,30,28.5,5
98,44,10.0,2
105,48,16.5,5
87,37,20.0,5
101,48,18.5,5
100,46,15.5,5
100,44,11.0,5
78,34,12.5,5
90,40,7.0,5
99,44,4.0,5
98,44,15.0,5
91,40,15.0,5
86,40,22.5,5
96,41,10.5,4
104,49,11.5,4
109,51,7.0,5
93,40,12.5,5
92,42,4.0,3
108,50,9.5,3
97,44,15.5,5
98,45,8.5,4
104,48,9.0,4
110,50,22.5,5
84,37,8.0,4
97,43,9.5,5
101,46,23.0,5
64,29,18.0,5
100,44,6.0,5
78,36,4.5,4
100,45,14.5,5
83,38,17.0,5
100,48,17.0,5
100,44,17.0,5
106,48,2.5,3
100,46,13.5,5
92,39,10.0,5
76,36,7.5,5
96,44,19.5,5
98,44,12.0,5
91,41,15.5,4
75,32,11.0,5
76,34,17.5,5
82,35,24.0,5
100,44,1.5,5
91,42,13.0,5
102,46,11.5,5
83,35,17.5,3
112,52,17.5,4
91,40,21.0,5
100,47,14.5,5
100,44,15.5,5
86,38,13.5,5
80,36,20.0,5
72,33,14.0,5
89,41,22.0,5
90,40,16.0,5
92,41,26.0,5
78,35,15.5,5
109,50,6.5,5
56,24,12.0,5
74,33,18.0,5
100,45,8.5,4
100,46,2.0,5
92,40,7.0,4
96,44,19.5,5
78,36,12.0,5
92,42,12.5,4
84,36,20.5,4
95,42,15.0,5
98,44,19.0,5
113,52,9.0,3
96,44,19.5,5
96,43,9.0,4
114,52,10.0,5
88,40,14.0,5
111,50,15.5,5
108,49,5.5,5
94,42,20.5,4
100,46,13.5,4
82,36,19.5,4
90,41,21.5,4
84,38,6.5,5
92,40,6.5,4
87,37,9.5,5
92,42,9.5,5
82,34,20.0,5
90,40,17.0,5
79,34,11.0,5
72,32,6.0,4
100,48,21.5,5
79,36,18.0,5
91,40,18.5,5
101,45,4.5,5
70,32,15.0,5
98,45,12.0,5
108,50,21.0,5
93,43,11.5,5
90,44,7.5,3
107,50,8.5,4
95,42,13.5,5
94,43,8.0,5
84,38,17.0,4
76,34,17.5,5
90,41,16.5,5
88,40,21.5,5
78,35,16.5,5
109,50,18.0,5
104,48,10.0,5
88,38,15.5,4
78,36,7.5,4
98,42,17.0,5
98,46,8.5,5
94,42,8.5,4
100,46,11.0,5
78,36,14.0,5
69,31,22.5,5
117,56,9.0,5
94,42,18.5,5
86,40,22.0,5
104,48,3.0,5
88,40,14.0,5
90,40,19.5,5
98,46,7.5,5
106,50,20.5,5
101,44,4.5,3
90,40,6.0,5
102,48,24.0,5
94,42,7.5,5
95,40,10,1
88,39,13.0,5
66,28,15.0,5
96,44,12.0,5
88,38,15.0,4
90,40,10.5,5
75,34,24.5,5
99,46,14.0,5
82,38,11.0,5
96,44,16.5,5
86,39,25.0,5
84,38,23.5,5
102,46,7.5,5
100,46,6.0,4
60,27,10.0,5
102,46,5.5,5
104,49,19.5,5
88,40,20.0,5
74,32,7.0,4
104,49,14.5,5
74,34,25.0,5
102,47,4.5,5
98,44,12.5,5
99,44,13.0,5
92,39,8.0,5
92,40,7.5,5
102,47,15.5,5
103,47,22.5,5
86,38,8.5,5
98,46,24.5,5
54,22,24.5,5
80,36,20.5,5
108,48,6.0,5
90,40,8.0,4
76,33,5.5,5
84,38,10.0,3
96,44,8.5,4
89,41,16.5,5
105,47,3.0,5
80,35,25.0,5
92,40,20.5,5
89,42,2.0,5
74,34,13.0,5
80,36,18.5,5
88,39,17.5,5
92,42,9.0,3
68,28,20.5,5
96,44,8.5,3
98,44,24.5,4
84,40,4.0,5
54,24,14.0,5
100,44,9.5,5
110,50,4.5,1
98,45,16.5,5
108,50,12.0,5
76,34,19.5,5
90,40,18.0,5
86,40,19.0,5
96,44,11.0,5
102,44,16.5,5
100,45,10.5,5
96,44,29.0,5
80,35,18.5,4
84,38,25.5,5
90,40,22.0,5
98,43,20.0,5
84,38,17.5,4
78,37,5.5,5
108,48,3.5,5
102,46,6.0,5
83,37,10.0,4
100,44,16.0,5
76,34,19.0,5
92,41,13.5,5
96,44,17.0,4
84,38,19.5,5
88,37,12.5,5
80,36,11.5,5
90,40,17.5,5
49,22,15.5,5
70,32,13.0,5
96,42,9.0,5
78,35,22.0,4
92,42,13.0,5
98,42,7.5,5
97,43,11.5,4
78,36,16.0,4
104,47,16.0,4
96,42,9.0,5
78,34,13.5,5
97,43,15.0,3
58,26,24.0,5
110,50,6.0,5
105,49,27.0,3
104,46,5.5,5
106,48,4.5,4
111,51,9.0,4
86,42,9.0,5
110,51,3.5,4
109,50,9.5,4
114,52,13.0,5
88,38,16.0,5
75,34,9.5,2
105,46,14.0,5
70,31,14.0,5
96,44,15.0,4
100,46,14.0,5
70,32,20.0,2
88,38,5.5,4
101,46,13.0,5
90,42,9.0,5
98,44,11.5,5
103,46,9.0,5
98,42,17.0,5
87,39,16.0,5
104,47,17.0,5
102,46,4.0,5
89,40,10.5,5
107,48,15.0,1
88,40,16.0,5
64,28,21.5,4
100,45,10.0,4
100,46,9.0,4
90,38,16.0,3
81,36,8.0,5
105,48,6.0,4
103,48,17.0,5
60,26,23.5,5
98,44,11.5,5
88,39,21.5,5
96,42,5.0,5
91,40,13.5,4
92,42,7,5
98,46,8.5,1
92,40,22.0,5
70,30,14.5,5
66,28,19.5,5
93,42,16.5,5
92,40,8.0,5
111,49,3.5,5
96,42,15.5,5
90,38,19.5,5
101,44,8.0,5
85,39,25.0,5
82,36,15.0,4
110,50,17.0,5
74,34,12.5,5
76,34,7.0,4
103,45,1.5,5
88,38,15.5,5
104,48,9.5,4
68,32,26.5,5
79,37,8.5,5
110,51,8.5,4
104,48,10.5,5
99,45,16.5,5
82,38,8.0,5
85,40,6.5,4
112,50,7.0,5
102,48,6.5,5
104,46,11.0,5
96,42,16.0,5
106,48,20.0,5
74,34,18.5,4
69,30,17.5,5
98,44,20.0,5
84,38,25.0,5
80,37,13.5,5
76,34,15.5,4
97,44,23.0,5
92,42,14.5,5
79,34,11.5,4
96,43,10.0,5
98,42,15.0,5
92,40,13.5,5
104,47,8.0,4
110,51,1.5,3
84,38,19.0,5
90,40,24.5,5
86,38,24.5,4
72,32,11.5,5
73,32,15.0,5
78,34,23.5,4
81,38,15.5,5
70,32,12.0,4
93,41,7.0,5
104,46,19.0,5
78,34,10.5,5
77,35,13.0,5
98,44,16.0,4
94,42,23.5,5
104,47,5.0,4
92,43,10.0,5
104,47,6.5,4
106,46,12.5,4
107,50,21.5,5
95,42,16.0,5
74,32,16.5,4
88,40,13.0,5
97,44,16.5,5
94,43,7.5,5
100,45,20,5
100,46,8.5,5
74,34,22.5,5
86,40,21.5,5
98,45,14.5,5
58,27,28.5,5
102,44,5.0,4
106,48,10.5,4
78,36,27.5,5
80,36,5.5,5
73,32,14.0,3
52,23,18.0,5
49,21,18.0,5
86,38,9.0,4
86,38,27.0,5
102,47,18.0,4
88,40,7.0,5
94,44,18.5,5
96,42,17.0,4
100,45,13.5,5
78,36,9.5,5
100,46,9.5,5
100,44,7.5,5
107,49,13.5,5
84,36,18.0,5
82,37,26.5,5
84,38,6.0,5
76,32,13.0,5
75,34,6.5,5
104,48,9.5,5
104,48,12.5,5
74,35,13.5,5
96,42,9.0,5
106,48,4.5,5
106,50,12.0,5
91,38,16.5,5
97,44,13.5,5
92,40,15.5,5
96,42,19.0,5
84,37,22.0,5
79,36,20.0,4
98,44,12.5,5
78,31,20,3
92,40,22.5,5
103,46,9.0,3
90,38,15.0,5
95,42,9.0,4
74,34,4.5,4
95,43,16.5,5
105,46,17.0,5
94,43,12.0,5
90,41,28.5,5
92,40,16.0,5
107,50,15.5,3
91,42,18.5,5
88,40,13.5,4
91,40,16.5,5
88,40,28.0,5
104,48,7.5,4
108,48,13.5,4
60,26,10.0,5
106,48,17.5,5
98,45,8.5,5
105,50,15.5,5
96,42,7.5,4
96,42,16.0,5
76,34,9.0,5
107,50,14.0,5
67,30,11.0,5
99,44,13.5,4
112,52,2.0,5
92,38,18.0,5
103,45,14.0,1
98,44,9.0,4
81,34,20.0,5
100,47,13.5,5
94,41,10.5,5
105,47,12.5,4
92,41,14.5,4
102,47,19.0,5
104,47,3.0,3
99,44,14.5,5
104,48,12.5,5
93,43,8.5,3
89,38,20.0,5
102,46,20.5,5
98,45,10.0,5
113,51,18.0,5
102,46,15.0,5
102,47,7.5,5
88,40,19.0,5
88,38,19.5,5
98,46,13.5,5
92,42,14.5,5
79,37,29.5,5
106,49,14.0,4
105,48,11.0,5
108,51,12.0,5
76,34,6.0,5
88,39,18.5,5
97,42,16.5,5
90,41,22.5,5
101,46,14.0,5
88,38,14.0,5
86,38,10.0,5
106,46,5.5,5
80,34,21.5,5
96,43,6.5,4
98,42,7.5,4
114,50,14.0,5
98,44,6.5,5
100,44,6.5,5
86,38,10.5,4
106,50,7.0,2
88,40,8.0,5
94,43,9.5,5
84,38,24.5,5
96,42,12.5,5
103,48,10.5,3
96,44,22.0,1
98,44,10.5,4
108,50,12.0,5
80,36,20.0,5
106,49,21.0,4
88,40,10.0,5
96,44,15.0,5
102,44,11.0,5
104,48,10.0,5
112,50,13.5,3
102,47,17.5,5
96,44,18.0,5
68,30,29.0,5
100,47,4.5,4
97,42,17.5,5
102,48,24,5
113,52,10.5,5
96,42,19.0,5
104,48,12.5,5
84,39,19.0,4
88,40,24.5,5
100,47,9,5
74,32,8.5,5
94,43,9.5,3
110,52,13.0,3
96,43,9.5,5
100,45,3.0,1
93,42,22.5,4
84,38,16.5,5
96,44,19.0,5
86,39,17.5,5
106,47,7.5,5
101,46,17.0,4
94,42,9.0,5
108,50,15.5,5
78,36,22.0,5
90,42,7.5,5
103,48,13.5,2
94,41,15.0,5
94,44,18.0,5
82,38,15.0,3
78,34,13.5,5
81,38,19.0,5
96,44,7.5,4
106,48,7.5,5
87,38,23.0,5
60,29,7.0,5
104,48,7.0,4
98,46,17.0,5
95,42,9.0,4
72,33,9.5,5
102,46,7.0,5
84,38,9.5,4
102,48,14.5,5
88,38,13.5,4
108,48,17.5,3
92,41,17.5,5
109,51,13.0,4
96,44,16.0,4
80,34,18.5,5
68,31,17.5,5
84,40,17.0,5
96,44,18.5,5
82,37,17.0,3
107,48,9.5,4
111,52,7.5,3
58,26,13.5,5
98,46,6.5,4
84,40,13.0,4
99,44,10.5,5
75,34,6.0,5
86,38,20.0,5
82,36,15.0,5
80,36,25.5,5
98,44,14.5,5
92,42,11.5,5
70,30,18.0,5
76,34,15.5,5
104,48,13.0,5
108,50,4.0,3
86,38,22.5,5
102,45,15.5,5
114,52,11.0,4
96,43,12.5,5
97,44,12.0,5
106,46,22.0,5
107,51,13.5,5
91,42,26.0,5
88,37,17.5,5
74,34,9.0,5
84,36,17.0,4
104,46,7.5,5
96,44,17.0,5
94,40,19.0,5
90,40,14.0,5
92,41,11.0,5
86,38,20.0,4
108,50,14.5,5
101,48,4.0,4
92,42,19.5,5
99,46,8.0,3
72,34,7.0,5
75,34,9.5,4
97,44,19.0,5
92,40,17.5,5
89,38,12.0,5
107,49,5.5,4
98,44,12.0,5
95,44,12.5,5
76,32,11.5,5
96,44,5.0,5
76,34,13.0,5
97,45,17.5,5
96,44,23.0,5
76,36,17.5,5
80,36,18.0,5
116,53,6.0,5
78,34,27.0,5
108,50,10.0,4
100,46,7.5,5
99,44,23.5,5
94,42,3.5,5
94,42,6.5,5
81,36,22.0,5
72,32,20.5,5
98,44,7.0,4
75,34,11.0,5
102,46,19.0,5
94,42,12.5,5
103,46,13.0,5
94,40,17.0,5
102,46,14.0,4
74,34,8.5,5
108,49,17.5,5
86,38,19.0,5
104,48,4.0,3
104,48,12.0,4
97,44,8.0,5
74,32,7.0,5
96,42,7.5,4
85,40,19.0,3
92,42,8.0,5
90,39,16.5,5
102,46,10.5,5
98,45,21.5,5
96,44,4.0,5
88,38,15.0,4
98,44,19.0,5
102,46,12.0,4
98,44,17.5,4
80,36,24.5,5
78,34,21.5,5
78,36,17.0,5
71,33,16.0,5
70,31,15.0,5
87,38,17.0,5
87,40,6.0,5
105,48,17.0,5
107,49,16.5,3
78,36,11.0,5
80,37,2.0,4
86,38,15.0,5
103,48,17.0,5
106,49,19.5,4
78,36,15.0,5
97,42,8.5,1
104,48,11.5,5
67,31,16.5,5
112,52,7.0,3
98,46,14.0,5
75,34,21.0,5
100,46,10.5,5
82,37,11.0,5
76,34,8.5,5
96,42,16.0,5
76,35,20.5,5
102,48,21.0,5
91,40,20.5,5
95,41,16.0,5
87,38,15.0,5
98,44,9.5,5
75,34,14.0,5
102,46,16.5,5
86,37,12.0,5
96,44,10.0,5
94,42,17.0,5
80,36,14.5,5
94,42,10.0,4
104,46,13.5,5
66,28,21.0,5
95,44,7.5,5
98,45,21.5,5
104,46,9.0,5
114,52,19.0,4
90,38,24.5,5
95,44,7.0,5
80,36,10.0,5
92,41,5.5,4
64,29,25.5,5
103,48,17.0,5
82,38,9.0,5
78,35,13.5,5
91,42,9.0,4
102,46,8.5,5
98,45,2.5,5
90,42,13.5,5
70,32,23.5,5
76,36,16.5,5
72,33,2.0,5
82,36,27.0,5
84,38,9.5,5
113,52,18.5,4
100,46,7.5,5
100,46,6.5,5
98,44,9.0,4
89,41,22.0,5
109,50,22.0,3
104,48,13.5,4
102,46,6.5,5
99,44,13.0,5
94,42,5.0,4
106,48,18.0,5
103,48,13.0,4
58,27,13.0,5
95,42,15.0,4
106,46,13.0,3
104,48,17.5,4
74,34,4.0,5
102,48,20.5,5
78,36,5.5,5
100,45,14.5,5
90,40,17.0,5
84,38,18.5,5
88,40,15.5,5
68,30,26.5,5
75,33,24.0,5
102,44,12.5,3
100,46,6.0,5
77,34,23.0,5
104,48,6.0,4
102,46,8.5,3
96,44,2.5,5
88,38,13.0,5
94,43,6.0,5
75,32,11.0,5
100,46,9.0,5
84,40,4.0,3
86,38,14.0,5
97,42,2.0,4
78,34,25.5,5
102,47,8.0,5
72,30,20.5,4
64,28,18.5,5
105,48,18.0,5
100,46,9.0,1
54,26,14.0,5
70,32,17.0,5
98,45,15.5,5
100,47,12.5,4
108,50,21.5,5
106,49,5.5,5
102,49,16.0,5
89,40,12.0,5
88,41,5.0,1
82,37,3.5,3
114,52,1,3
102,47,3.5,5
94,42,15.5,5
70,32,15.5,5
94,42,15.0,5
90,40,10.5,5
86,39,8.5,5
104,48,4.5,5
102,46,15.0,5
85,38,9.0,3
104,48,18.0,5
101,47,16.5,5
89,38,12.0,5
106,48,13.5,4
86,40,4.0,5
90,41,11.0,5
90,38,19.5,5
94,41,17.0,5
90,38,21.0,5
76,32,18.5,4
96,44,20.0,5
104,48,3,1
84,38,23.0,5
94,42,17.5,5
84,40,10.0,5
112,51,10.5,5
77,35,12.5,5
86,40,23.0,5
102,46,15.5,2
106,50,15.5,5
91,41,24.5,5
97,42,7.5,5
98,46,9.5,3
94,43,16.0,5
82,36,23.0,5
106,48,2.5,4
104,48,9.5,5
91,42,15.0,5
94,42,7.5,4
102,46,6.0,3
106,48,8.0,3
104,48,17.5,5
90,42,1.5,4
94,44,8.0,5
96,42,21.5,5
88,40,17.0,5
89,38,5.5,5
76,36,16.0,5
110,52,21.0,3
105,48,11.0,5
100,44,13.5,4
98,46,8.5,4
99,46,10.0,1
98,44,5.5,4
97,44,3.0,5
97,44,5.5,5
107,50,24.5,4
84,38,20.0,5
74,34,12.0,4
100,44,6.5,1
76,34,16.5,5
98,44,8.5,5
94,42,11.5,5
98,44,17.5,4
98,42,10.5,5
94,42,16.5,5
71,33,16.5,2
98,44,5.0,5
98,45,5.5,5
93,42,13.5,5
97,43,19.0,5
90,40,6.5,5
104,48,16.5,5
98,43,8.0,4
106,46,22.0,5
89,42,16.5,5
102,47,14.0,5
96,42,3.5,4
102,46,20.0,5
103,46,7.5,5
90,40,18.5,5
86,40,2.5,5
80,34,11.5,5
78,36,12.5,5
95,41,13.0,4
103,48,7.0,5
84,39,13.0,5
70,32,21.5,5
104,48,3.0,4
104,48,16.0,3
101,45,7.0,5
72,32,15.5,5
72,32,16.0,5
76,34,6.5,5
95,44,13.5,5
96,45,9.5,4
102,46,13.0,5
102,46,13.0,5
78,36,9.5,5
80,36,15.5,4
101,44,10.0,3
106,49,12.0,5
74,32,15.5,5
68,29,23.0,5
94,40,20.0,5
85,38,15.5,4
78,34,21.5,5
105,47,8.0,4
96,42,8.0,5
114,52,8.0,5
88,40,9.5,5
102,47,18.0,5
72,32,9.5,5
108,49,14.5,2
104,49,10.0,5
90,41,16.5,5
104,49,9.5,5
80,35,6.5,5
74,32,25.0,5
80,36,20.0,4
96,44,18.0,4
112,51,10.5,4
92,42,16.5,5
86,40,17.0,5
88,38,20.0,5
77,35,16.0,5
66,28,17.5,5
94,42,10.5,3
88,42,7.5,5
93,41,18.5,4
82,38,11.0,5
72,33,15.5,5
104,48,17.0,1
69,31,16.5,5
100,45,7.5,3
109,50,10.5,4
105,49,25.0,5
92,42,10.5,5
92,43,19.5,5
80,36,23.0,5
94,43,17.0,4
100,46,14.0,4
104,48,7.5,5
100,44,10.0,5
66,30,17.0,5
60,28,12.5,4
104,46,14.0,5
100,44,4.5,4
76,34,16.5,5
98,45,17.0,3
66,30,22.5,4
82,36,13.5,4
94,43,8.0,4
103,48,26.0,5
83,36,14.5,5
87,38,13.0,3
66,28,19.0,4
89,41,22.0,5
61,27,24.0,5
83,38,12.0,5
101,46,17.5,4
108,48,4.5,5
99,44,17.0,2
102,46,11.5,5
91,40,18.0,5
87,39,12.0,4
100,45,15.5,5
99,45,7.0,5
106,48,2.5,3
94,40,11.5,5
85,38,16.0,5
97,44,18.0,5
104,48,11.0,5
93,42,15.5,5
96,44,8.0,4
84,39,10.5,5
91,39,20.5,5
103,48,17.5,5
104,48,9.5,5
79,36,20.5,5
106,46,6.5,1
98,46,15.5,3
88,37,26.0,5
104,47,11.0,5
96,44,13.0,5
76,35,10.0,3
94,44,8.0,5
106,46,12.0,3
96,41,18.5,5
97,44,13.0,5
94,43,17.0,5
98,44,11.5,5
74,34,4.5,5
97,44,15.5,5
98,44,4.5,5
105,49,25.5,5
80,34,22.0,5
69,30,12.5,5
108,50,6.0,5
106,48,9.0,3
104,48,1.5,5
86,39,21.0,5
105,48,19.0,5
95,44,17.5,5
79,34,10.0,5
112,52,15.5,4
68,31,23.5,5
88,40,13.0,5
95,43,13.0,5
84,36,14.5,4
83,39,20.5,4
88,40,17.0,5
68,28,20.5,5
105,46,9.0,5
87,38,18,5
100,46,17.0,1
106,47,7.0,5
104,47,13.5,4
86,38,19.0,5
102,46,3.5,3
116,54,5.5,5
90,38,11.5,5
88,38,2.0,5
108,50,4.5,5
91,40,14.5,5
90,39,14.5,5
85,37,21.0,5
76,34,22.5,5
80,36,17.5,5
100,43,6.0,5
97,45,6.0,5
100,47,12.0,2
84,36,12.5,5
97,45,11.5,5
90,42,14.0,4
106,50,6.0,4
102,48,19.5,5
99,46,15.0,5
84,37,18.0,5
70,32,8.0,5
88,39,11.5,5
108,50,8.0,5
110,50,12.0,4
100,46,15,1
68,30,18.5,5
100,46,14.0,3
101,46,7.5,5
74,34,22.0,4
106,48,8.5,4
102,46,16.5,5
72,33,22.5,5
88,40,9.5,5
72,32,24.5,4
80,38,8.5,5
86,42,3.0,5
102,47,11.0,5
99,44,18.0,5
102,48,16.5,5
104,48,19.0,4
76,34,19.5,5
106,49,17.5,5
98,44,15.5,3
82,37,24.0,4
95,42,7.0,5
94,42,15.0,5
104,47,8.5,5
117,54,3.5,4
106,48,12.0,4
98,44,15.0,5
74,34,7.0,5
78,34,9.0,5
98,43,14.5,4
68,30,14.0,5
103,46,12.0,5
76,35,6.5,5
84,39,1.0,5
58,27,13.0,5
94,44,24.5,5
97,44,12.5,5
84,38,11.0,5
103,48,16.0,5
103,46,5.0,5
91,40,23.0,5
102,46,4.5,5
102,48,17.5,5
93,43,10.5,5
95,42,10.0,4
72,32,15.5,5
103,48,8.5,5
96,44,17,5
112,53,22.0,5
108,50,11.5,4
102,47,9.5,5
91,40,15.5,5
85,38,8.5,5
115,53,3.5,5
103,49,17,2
80,36,20.0,5
97,44,12.0,5
90,42,15.5,5
93,41,17.5,5
69,31,13.5,5
92,42,11.0,5
91,42,18.5,5
96,45,15.0,5
96,45,12.5,5
82,34,16.5,5
87,38,10,5
83,38,19.5,5
94,41,8.0,4
89,38,17.5,5
81,36,16.5,5
94,41,13.5,3
94,43,11.5,4
88,40,6.5,5
102,46,4.0,5
98,42,7.5,5
116,52,8.5,4
98,44,7.0,5
89,39,22.5,5
85,40,19.0,5
84,38,8.5,5
100,46,10.0,5
100,46,9.0,5
94,41,6.0,4
76,34,22.0,5
96,44,17.5,5
96,44,6.0,4
71,33,27.0,5
92,42,16.5,5
86,38,13.5,4
100,45,11.0,5
96,44,13.0,5
54,24,18.5,5
80,38,5.0,5
102,48,23,4
104,48,8.5,3
108,48,3.0,5
116,53,16.5,5
102,46,22.0,5
94,42,5.0,4
79,35,14.0,4
90,41,14.0,5
98,42,24.5,3
99,44,19.0,4
66,30,10.0,5
103,45,16.0,5
93,41,18.0,5
106,48,9.5,5
70,32,8.0,5
72,33,13.5,4
91,40,17.0,5
100,44,15.0,5
102,47,22.0,5
84,38,12.5,4
95,42,14.0,5
80,34,14.5,5
105,46,2.0,3
81,36,22.0,5
75,34,15.5,5
102,48,11.0,5
100,46,12.0,5
70,32,14.0,5
75,33,25.0,5
97,44,16.0,5
78,36,17.0,5
103,48,22.5,5
80,34,17.5,5
88,40,15.5,5
80,36,20.5,5
109,52,13.5,5
88,38,12.0,5
94,42,12.0,4
86,39,15.0,5
70,32,15.5,5
90,40,14.0,5
103,48,13.0,5
80,38,5.0,5
99,46,26,3
96,42,10.5,1
99,44,17.0,4
90,42,19.5,3
88,38,20.0,5
102,46,13.0,5
97,42,21.0,5
104,46,6.0,5
90,40,8.5,4
90,44,6.5,3
92,42,17.5,4
86,37,17.0,5
104,45,17.5,5
86,38,18.5,5
78,36,13.0,4
112,52,14.5,5
86,40,6.5,4
98,45,19.5,5
98,44,7.5,5
104,48,10.0,5
99,46,10.0,5
77,35,23.0,5
101,47,19.0,5
87,38,14.0,5
77,34,18.5,5
101,47,4.5,5
98,42,8.5,3
96,43,10.5,4
102,47,22.5,5
96,43,7.0,5
100,44,17.5,5
103,46,19.5,5
98,43,16.0,5
70,33,13.0,4
114,54,3.0,4
102,46,12.5,4
104,48,17.0,4
110,50,8.0,3
89,40,5.5,5
93,42,12.0,4
76,35,16.0,4
94,44,11.0,5
106,48,4.5,5
109,50,4.5,5
98,44,11.5,5
84,36,16.0,5
117,54,8.0,5
110,51,10.5,5
107,49,17.5,4
93,42,18.5,5
94,43,10.5,5
82,36,24.0,5
84,38,12.0,5
99,46,12.0,5
56,25,15.5,4
94,43,17.0,4
104,48,18.0,4
104,48,17.5,4
80,37,25.0,5
101,48,9.5,5
95,41,10.5,5
76,34,10.0,5
83,38,13.0,4
90,41,7.0,5
102,47,15.5,5
96,44,8.5,5
101,46,12.5,4
102,47,20.5,4
94,44,19.5,5
94,43,11.5,5
108,50,12.5,5
78,34,24.5,5
70,31,21.0,5
105,48,11.5,5
87,38,16.0,5
